13,000	0,000	0,000	0,000
0,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,000	0,000
13,000	0,000	0,390	0,000
13,000	0,000	0,000	0,000
13,000	0,000	1,490	0,000
13,000	0,000	0,390	0,000
13,000	0,000	1,990	0,000
13,000	0,000	1,490	0,000
13,000	0,000	2,790	0,000
13,000	0,000	1,990	0,000
13,000	0,000	2,490	0,000
13,000	0,000	2,790	0,000
13,000	0,000	8,990	0,000
13,000	0,000	2,490	0,000
13,000	0,000	12,000	0,000
13,000	0,000	8,990	0,000
13,000	0,000	3,990	0,000
13,000	0,000	12,000	0,000
13,000	0,000	3,990	0,000
13,000	0,000	3,990	0,000
13,000	0,000	3,990	0,000
13,000	0,000	3,990	0,000
13,000	0,000	3,990	0,000
13,000	0,000	3,990	0,000
13,000	0,000	3,990	0,000
13,000	0,000	3,990	0,000
16,000	0,000	3,990	0,000
13,000	0,000	3,990	0,000
16,000	0,000	3,990	0,000
16,000	0,000	3,990	0,000
16,000	0,000	3,990	0,000
16,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
16,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
8,000	0,000	3,990	0,000
